card_number,gender,Name,Surname,Age,Birthday,City,card_num
178719,M,Савелий,Ильин,49,1974-11-29,Brest,423057
178720,M,Арсений,Пестов,36,1987-06-24,Minsk,423545
178721,M,Автоном,Александров,42,1982-02-21,Minsk,416754
178722,M,Ипат,Блохин,47,1977-04-18,Mogilev,459028
178723,M,Антип,Фокин,40,1983-07-19,Lida,453161
178724,M,Евграф,Пономарев,46,1977-06-14,Lida,462022
178725,M,Евсей,Пестов,29,1995-01-03,Brest,457000
178726,M,Мина,Попов,48,1975-06-13,Grodno,455984
178727,M,Агап,Игнатьев,36,1987-05-06,Lida,547749
178728,M,Бажен,Куликов,53,1971-02-11,Brest,539175
178729,M,Ладимир,Лапин,48,1975-06-05,Minsk,547962
178730,M,Олимпий,Ермаков,47,1976-05-09,Grodno,585790
178731,M,Ким,Герасимов,46,1978-03-15,Mogilev,593099
178732,F,Зоя,Давыдова,36,1987-05-08,Brest,660799
178733,F,Кира,Ковалева,39,1984-06-18,Mogilev,648182
178734,M,Виссарион,Афанасьев,40,1984-03-10,Gomel,784524
178735,M,Милан,Васильев,46,1977-09-24,Lida,863666
178736,M,Харитон,Крылов,57,1966-12-01,Minsk,822060
178737,M,Лазарь,Горшков,54,1969-07-24,Brest,916472
178738,M,Потап,Ильин,53,1970-12-24,Grodno,918874
178739,F,Ольга,Боброва,47,1976-10-01,Gomel,919443
178740,M,Моисей,Гришин,53,1970-08-26,Mogilev,932107
178741,M,Любим,Сидоров,40,1984-01-03,Grodno,935803
178742,F,Ольга,Исакова,37,1986-08-10,Brest,932412
178743,M,Павел,Муравьев,39,1984-09-19,Mogilev,934220
178744,F,Октябрина,Мишина,40,1983-08-17,Grodno,972749
178745,F,Екатерина,Ершова,41,1982-09-04,Mogilev,966667
178746,M,Рюрик,Логинов,47,1976-08-15,Gomel,972269
178747,M,Викторин,Носков,43,1980-11-26,Brest,978680
178748,M,Эммануил,Соболев,42,1981-05-28,Mogilev,979017
178749,F,София,Семенова,45,1978-05-12,Minsk,979290
178750,M,Каллистрат,Туров,38,1986-01-03,Orsha,980900
178751,F,Пелагея,Маслова,37,1987-03-09,Gomel,983712
178752,M,Владимир,Архипов,48,1975-11-08,Mogilev,980643
178753,M,Болеслав,Хохлов,33,1990-05-24,Gomel,984173
178754,F,Жанна,Одинцова,54,1970-03-02,Minsk,1002217
178755,M,Всеволод,Захаров,35,1989-01-06,Mogilev,1062995
178756,M,Денис,Сазонов,48,1975-12-31,Gomel,2101398
178757,M,Леонид,Ефремов,36,1987-06-06,Gomel,2590861
178758,M,Владлен,Шестаков,55,1969-01-31,Grodno,3265919
178759,M,Платон,Лихачев,37,1986-05-25,Gomel,3302805
178760,M,Степан,Савельев,46,1978-04-04,Brest,3978107
178761,F,Людмила,Шубина,39,1984-06-08,Gomel,3949744
178762,M,Сила,Марков,58,1966-03-19,Gomel,4976514
178763,M,Игорь,Савельев,46,1977-08-18,Brest,4941708
178764,F,Валерия,Родионова,55,1969-01-18,Grodno,5919141
178765,M,Эрнст,Кулагин,48,1975-06-23,Lida,8977700
178766,M,Любим,Беляков,55,1968-10-09,Lida,7205517
178767,M,Влас,Блинов,30,1993-06-09,Lida,8556742
178768,F,Дарья,Козлова,48,1975-10-01,Mogilev,8347183
178769,M,Софрон,Быков,46,1977-12-31,Lida,9635050
178770,M,Сергей,Орлов,47,1976-12-15,Orsha,10609051
178771,F,Клавдия,Алексеева,42,1981-11-29,Mogilev,8783361
178772,F,Евпраксия,Лихачева,45,1978-09-22,Gomel,13379858
178773,M,Спартак,Лыткин,41,1982-10-20,Lida,14182980
178774,F,Евдокия,Васильева,40,1984-03-09,Brest,15688488
178775,M,Аполлон,Мартынов,29,1994-08-13,Grodno,13623412
178776,F,Прасковья,Шарапова,54,1969-05-07,Orsha,15590660
178777,M,Рубен,Ларионов,37,1986-11-25,Gomel,17847934
178778,F,Тамара,Боброва,33,1991-01-05,Gomel,19308119
178779,M,Самсон,Корнилов,34,1990-02-06,Gomel,18763791
178780,M,Филарет,Егоров,39,1984-07-10,Mogilev,18844750
178781,M,Арефий,Капустин,46,1977-08-20,Gomel,19740434
178782,F,Пелагея,Назарова,44,1980-02-27,Grodno,21552860
178783,F,Алина,Фадеева,50,1973-06-13,Mogilev,21677731
178784,F,Ираида,Зуева,39,1984-12-25,Minsk,21111335
178785,M,Яков,Зайцев,55,1968-11-01,Mogilev,22927465
178786,M,Евграф,Кузьмин,40,1984-01-05,Brest,24059879
178787,M,Артемий,Фролов,33,1990-07-21,Minsk,24132999
178788,M,Ерофей,Соловьев,52,1972-02-01,Grodno,25813456
178789,F,Вера,Крылова,35,1988-08-09,Mogilev,27336514
178790,M,Анатолий,Селезнев,46,1978-03-01,Grodno,26324321
178791,F,Наина,Моисеева,40,1983-05-12,Brest,26873410
178792,F,Наталья,Маркова,47,1976-08-02,Mogilev,33727441
178793,M,Ефрем,Федоров,46,1978-04-05,Brest,30801571
178794,M,Емельян,Некрасов,41,1983-03-28,Orsha,30837169
178795,F,Агафья,Комиссарова,31,1993-03-05,Minsk,33024898
178796,M,Борислав,Голубев,53,1970-10-02,Grodno,32373280
178797,M,Зиновий,Колесников,47,1976-10-08,Brest,34365928
178798,M,Фрол,Петухов,46,1977-07-10,Lida,34695870
178799,M,Андрей,Волков,50,1973-07-18,Brest,35071574
178800,F,Лора,Фомичева,49,1974-06-23,Mogilev,35504247
178801,F,Регина,Мишина,63,1960-06-05,Brest,39587211
178802,M,Пантелеймон,Белозеров,50,1973-09-29,Gomel,37480088
178803,M,Владилен,Сысоев,41,1983-01-05,Brest,38612002
178804,M,Корнил,Белоусов,46,1977-09-23,Minsk,38950800
178805,M,Денис,Егоров,57,1966-04-23,Gomel,37689829
178806,M,Ипатий,Шаров,41,1982-12-25,Grodno,38150243
178807,M,Любим,Попов,52,1972-03-27,Orsha,38351619
178808,M,Артем,Дьячков,32,1992-03-20,Gomel,41376132
178809,M,Измаил,Игнатьев,39,1985-01-30,Grodno,41404316
178810,M,Зиновий,Самсонов,43,1981-03-28,Mogilev,47459395
178811,M,Фока,Лазарев,42,1981-06-10,Mogilev,46631127
178812,M,Мир,Федоров,37,1987-01-23,Grodno,46779744
178813,M,Илья,Кудрявцев,46,1977-10-20,Orsha,49049343
178814,F,Глафира,Мамонтова,46,1977-05-04,Grodno,49098076
178815,M,Карп,Михайлов,49,1974-08-15,Brest,45466004
178816,M,Кондратий,Копылов,56,1967-07-12,Minsk,49054848
178817,F,Вера,Дмитриева,32,1991-07-01,Brest,49773611
178818,M,Платон,Муравьев,45,1978-06-30,Orsha,50273717
178819,F,Олимпиада,Коновалова,52,1971-08-12,Minsk,51002414
178820,M,Николай,Одинцов,43,1980-07-14,Orsha,51275521
178821,F,Жанна,Воронова,39,1984-05-19,Grodno,53880700
178822,M,Эммануил,Ширяев,34,1990-01-29,Brest,52339500
178823,M,Василий,Овчинников,39,1984-05-22,Grodno,52775735
178824,M,Харлампий,Панов,43,1980-11-16,Minsk,55681948
178825,M,Данила,Лукин,41,1982-06-01,Gomel,58338694
178826,F,Лукия,Моисеева,46,1977-10-16,Mogilev,57451795
178827,M,Пимен,Беляев,41,1983-03-27,Minsk,57644373
178828,M,Терентий,Максимов,53,1971-02-19,Orsha,55829083
178829,F,Валентина,Ларионова,46,1977-04-30,Mogilev,57146122
178830,F,Маргарита,Пахомова,46,1978-02-09,Brest,61443160
178831,F,Валерия,Киселева,58,1965-06-10,Brest,61885137
178832,F,Анжела,Шилова,54,1970-01-10,Grodno,64037249
178833,M,Кондрат,Воронов,54,1969-10-05,Gomel,61588533
178834,M,Вадим,Макаров,46,1977-07-10,Brest,63288587
178835,M,Захар,Буров,44,1979-05-15,Gomel,64395043
178836,F,Мария,Лихачева,48,1976-03-10,Brest,65262400
178837,F,Галина,Филиппова,56,1967-05-02,Grodno,65339701
178838,M,Гедеон,Макаров,37,1986-12-30,Gomel,65415576
178839,F,Агафья,Ильина,39,1984-07-17,Mogilev,67623070
178840,M,Устин,Савин,49,1974-11-30,Gomel,67828792
178841,M,Мартьян,Ефремов,39,1984-08-25,Orsha,63469633
178842,M,Михей,Егоров,38,1985-09-05,Gomel,65288056
178843,F,Валентина,Моисеева,39,1984-04-24,Orsha,64853967
178844,F,Кира,Гордеева,46,1977-05-01,Grodno,64819877
178845,F,Евфросиния,Александрова,58,1966-03-27,Mogilev,72445665
178846,F,Регина,Анисимова,43,1980-08-31,Grodno,66733043
178847,M,Иларион,Устинов,40,1983-08-09,Orsha,70119569
178848,F,Алла,Крюкова,46,1977-12-30,Minsk,70122431
178849,F,Нонна,Прохорова,50,1974-01-10,Brest,73175014
178850,F,Клавдия,Фомина,48,1976-04-12,Orsha,73204850
178851,M,Аркадий,Мишин,45,1978-04-24,Orsha,73483293
178852,M,Ерофей,Воронцов,59,1964-04-25,Brest,74392501
178853,M,Любомир,Кулагин,49,1974-08-28,Lida,74908217
178854,M,Милий,Матвеев,49,1974-07-01,Brest,78360397
178855,M,Мстислав,Макаров,35,1988-06-12,Minsk,78477589
178856,M,Аверьян,Калашников,48,1976-02-19,Lida,73907600
178857,F,Маргарита,Дмитриева,43,1981-01-24,Lida,76778863
178858,F,Ираида,Жукова,45,1978-08-03,Brest,76792039
178859,M,Евстигней,Елисеев,34,1989-10-30,Brest,80041076
178860,M,Антонин,Зайцев,50,1974-03-07,Orsha,81350849
178861,F,Евдокия,Ситникова,49,1974-08-01,Grodno,83829519
178862,F,Клавдия,Кузьмина,46,1978-01-25,Minsk,86655127
178863,M,Леон,Григорьев,43,1980-05-16,Grodno,87450189
178864,M,Мина,Сысоев,42,1981-07-04,Gomel,87822445
178865,F,Елена,Якушева,51,1973-02-27,Grodno,88968791
178866,F,Наталья,Трофимова,33,1990-04-27,Brest,90165230
178867,M,Соломон,Константинов,38,1985-08-11,Gomel,90830542
178868,M,Любим,Филатов,42,1981-12-09,Grodno,95305617
178869,M,Бажен,Потапов,56,1967-06-01,Grodno,92725781
178870,M,Юрий,Абрамов,30,1994-01-09,Brest,94794231
178871,M,Серафим,Коновалов,46,1978-03-28,Minsk,95562793
178872,F,Таисия,Козлова,47,1976-08-28,Minsk,96429315
178873,M,Никифор,Егоров,44,1979-04-23,Brest,96771567
178874,M,Митофан,Шубин,48,1976-03-29,Orsha,98684669
178875,F,Ия,Гаврилова,43,1980-11-26,Gomel,98896388
178876,M,Дементий,Терентьев,46,1977-07-01,Minsk,100938665
178877,F,Марина,Авдеева,51,1972-10-10,Grodno,101423691
178878,M,Сила,Мухин,44,1979-05-23,Minsk,102447921
178879,M,Фома,Фомин,50,1973-12-21,Orsha,100311509
178880,M,Епифан,Ильин,47,1977-02-27,Brest,105045987
178881,F,Лариса,Селиверстова,36,1987-11-22,Brest,105053387
178882,F,Лариса,Захарова,48,1976-03-22,Grodno,103305351
178883,M,Геннадий,Комиссаров,48,1975-08-26,Mogilev,104902602
178884,F,Жанна,Савина,43,1981-04-02,Gomel,104221126
178885,F,Наталья,Комиссарова,49,1974-09-07,Mogilev,105576742
178886,F,Галина,Емельянова,43,1980-06-06,Mogilev,108668603
178887,M,Виталий,Степанов,58,1965-11-16,Grodno,113529246
178888,M,Давыд,Макаров,51,1972-06-14,Gomel,108657317
178889,M,Парамон,Исаков,53,1970-12-06,Lida,109465298
178890,M,Аристарх,Гришин,50,1973-08-18,Mogilev,110710229
178891,M,Панфил,Матвеев,39,1985-03-15,Minsk,106179348
178892,M,Радован,Фомин,36,1988-01-30,Mogilev,113948586
178893,M,Всеволод,Лыткин,53,1970-10-24,Orsha,110775339
178894,F,Евдокия,Игнатьева,45,1979-01-27,Mogilev,113608299
178895,F,Агата,Зимина,22,2001-10-15,Gomel,118754385
178896,M,Лучезар,Зиновьев,44,1979-11-26,Brest,116077425
178897,F,Евгения,Захарова,53,1970-05-17,Mogilev,116957022
178898,M,Архип,Белозеров,52,1971-11-25,Orsha,115441267
178899,M,Амос,Козлов,41,1983-03-21,Orsha,124103100
178900,F,Прасковья,Антонова,41,1983-02-09,Brest,124283189
178901,F,Галина,Панова,48,1975-12-09,Mogilev,124900974
178902,M,Эдуард,Воробьев,45,1979-01-26,Mogilev,119918468
178903,M,Владислав,Анисимов,47,1976-07-16,Mogilev,125668479
178904,M,Харитон,Кудряшов,50,1974-03-27,Lida,126154693
178905,F,Нинель,Федорова,39,1984-10-31,Gomel,127684995
178906,M,Демьян,Шилов,47,1977-02-28,Gomel,121016251
178907,F,Ираида,Пестова,55,1968-10-06,Minsk,121793537
178908,M,Панкратий,Лобанов,56,1967-07-14,Brest,122108323
178909,M,Агап,Смирнов,52,1971-04-25,Orsha,123363396
178910,M,Павел,Константинов,40,1983-06-17,Minsk,128812290
178911,M,Ярополк,Савин,50,1974-04-03,Brest,128823568
178912,M,Сила,Щукин,52,1972-02-15,Lida,128834466
178913,M,Гремислав,Попов,42,1982-02-14,Gomel,129641241
178914,F,Евдокия,Блохина,55,1968-06-08,Grodno,129725978
178915,M,Самсон,Калашников,41,1982-06-28,Orsha,125529911
178916,F,Василиса,Лаврентьева,59,1964-06-29,Lida,127302582
178917,M,Кузьма,Мамонтов,58,1966-01-08,Grodno,126566185
178918,M,Вацлав,Дроздов,39,1985-01-22,Orsha,126354046
178919,M,Адам,Кузнецов,42,1981-12-16,Gomel,128722836
178920,F,Тамара,Лазарева,45,1978-09-03,Gomel,132048178
178921,F,Иванна,Зайцева,48,1975-06-04,Orsha,132672969
178922,F,Дарья,Шашкова,41,1982-06-17,Mogilev,130816345
178923,M,Евстафий,Федосеев,46,1977-10-08,Grodno,131297024
178924,M,Андрей,Сидоров,32,1992-01-01,Brest,132011887
178925,M,Михей,Панов,41,1982-08-26,Grodno,131909513
178926,M,Михей,Абрамов,49,1974-07-25,Orsha,134069032
178927,M,Изяслав,Колесников,45,1979-02-04,Grodno,130722113
178928,M,Евстафий,Евдокимов,57,1967-01-09,Lida,133589568
178929,M,Ефрем,Власов,38,1985-12-15,Mogilev,133974265
178930,F,Прасковья,Тетерина,37,1986-11-30,Minsk,135165458
178931,M,Серафим,Герасимов,52,1972-02-02,Orsha,139057404
178932,F,Пелагея,Елисеева,36,1987-10-11,Mogilev,139684132
178933,F,Ульяна,Фролова,32,1991-10-24,Minsk,133752679
178934,M,Олимпий,Буров,38,1985-07-24,Minsk,136429879
178935,M,Чеслав,Шашков,29,1994-08-24,Minsk,138222918
178936,F,Лукия,Шашкова,27,1997-03-10,Grodno,138462506
178937,F,Эмилия,Исаева,34,1990-03-07,Gomel,139667152
178938,F,Жанна,Молчанова,38,1985-11-27,Orsha,141434971
178939,F,Анна,Шарова,42,1981-09-22,Grodno,142276298
178940,M,Твердислав,Морозов,43,1981-04-16,Brest,137712232
178941,F,Дарья,Дьячкова,51,1972-11-30,Gomel,143611535
178942,M,Терентий,Дементьев,41,1982-12-08,Brest,143854838
178943,M,Радим,Бобров,45,1978-08-29,Minsk,146535012
178944,M,Валентин,Пахомов,37,1986-11-09,Gomel,142830391
178945,M,Ярослав,Никифоров,47,1976-06-08,Minsk,142201340
178946,M,Федосий,Беляков,45,1978-07-28,Mogilev,139065540
178947,M,Карл,Красильников,55,1969-03-06,Brest,140627591
178948,M,Сильвестр,Лебедев,38,1986-01-17,Lida,144913567
178949,M,Фрол,Красильников,52,1971-06-30,Mogilev,145359919
178950,M,Ростислав,Гущин,39,1984-06-17,Orsha,143579179
178951,F,Антонина,Алексеева,40,1983-12-07,Minsk,146686757
178952,M,Лонгин,Щербаков,57,1967-02-11,Orsha,145174508
178953,M,Анатолий,Елисеев,51,1972-11-04,Orsha,145342097
